text,label
Pouvez-vous me donner des informations sur les vols disponibles pour mon voyage?,book_flight
Quels sont les moyens de transport aérien que je peux trouver pour mon séjour?,book_flight
Je souhaite réserver un vol pour ma prochaine destination.,book_flight
Est-ce que vous pouvez m'aider à trouver un moyen de transport aérien pour mon séjour à venir?,book_flight
Je cherche des options de voyage en avion pour ma prochaine escapade.,book_flight
Pouvez-vous me suggérer des choix de déplacement aérien?,book_flight
J'aimerais planifier un déplacement en avion pour mes prochaines vacances.,book_flight
Est-ce que vous avez des recommandations de vol pour mon prochain déplacement?,book_flight
Je suis à la recherche d'options de voyage en avion pour mon voyage à venir.,book_flight
Pouvez-vous me donner des informations sur les vols sans escale disponibles?,book_flight
Quels sont les types de vols que je peux trouver pour mes prochaines vacances?,book_flight
Je souhaite trouver un vol pour mon voyage en avion.,book_flight
Est-ce que vous pouvez m'aider à localiser un moyen de transport aérien pour ma prochaine aventure?,book_flight
Je cherche des moyens de déplacement pour mes prochaines vacances en avion.,book_flight
Pouvez-vous me suggérer des choix de transport aérien sans escale pour mon séjour?,book_flight
J'aimerais planifier un vol direct pour ma prochaine escapade.,book_flight
Est-ce que vous avez des recommandations de vol sans escale pour mes prochaines vacances?,book_flight
Je suis à la recherche d'options de voyage en avion sans escale pour mon déplacement à venir.,book_flight
Pouvez-vous me donner des informations sur les vols directs disponibles pour mon voyage?,book_flight
Quels sont les moyens de transport aérien en classe économique que je peux trouver pour mon séjour?,book_flight
Je souhaite réserver un vol direct pour ma prochaine destination.,book_flight
Est-ce que vous pouvez m'aider à trouver un vol sans escale pour mon séjour à venir?,book_flight
Je cherche des options de voyage en avion en classe économique pour mes prochaines vacances.,book_flight
Pouvez-vous me suggérer des choix de vol en classe économique pour mon prochain déplacement?,book_flight
J'aimerais planifier un vol en classe économique pour mes prochaines vacances.,book_flight
Est-ce que vous avez des recommandations de vol en classe économique pour mon voyage à venir?,book_flight
Je suis à la recherche d'options de voyage en avion en classe économique pour mes prochaines vacances.,book_flight
Pouvez-vous me donner des informations sur les vols en classe économique disponibles pour mon séjour?,book_flight
Quels sont les moyens de transport aérien que je peux trouver en classe économique pour mon voyage?,book_flight
Quel temps fait-il aujourd'hui?,out_of_scope
Pouvez-vous m'aider à trouver un restaurant près de chez moi?,out_of_scope
"J'ai perdu mes clés, que dois-je faire?",out_of_scope
Est-ce que vous pouvez me recommander un bon film à regarder?,out_of_scope
Comment puis-je réparer mon ordinateur qui ne démarre pas?,out_of_scope
J'ai besoin de conseils pour choisir un cadeau d'anniversaire.,out_of_scope
Quelle est la recette d'une soupe de tomates maison?,out_of_scope
Pouvez-vous me donner des informations sur les meilleures applications de fitness?,out_of_scope
"J'ai des problèmes de sommeil, que puis-je faire pour mieux dormir?",out_of_scope
Comment puis-je apprendre à jouer de la guitare?,out_of_scope
Pouvez-vous me dire comment fonctionne la bourse?,out_of_scope
J'aimerais des recommandations de livres à lire cet été.,out_of_scope
Est-ce que vous pouvez me donner des conseils pour améliorer ma concentration?,out_of_scope
Je cherche des idées pour décorer ma chambre.,out_of_scope
Comment puis-je faire pour économiser de l'argent au quotidien?,out_of_scope
Pouvez-vous me recommander des podcasts intéressants à écouter?,out_of_scope
"J'ai des douleurs musculaires, que devrais-je faire pour les soulager?",out_of_scope
Comment puis-je améliorer mes compétences en cuisine?,out_of_scope
Pouvez-vous me dire comment fonctionne la cryptomonnaie?,out_of_scope
Je recherche des idées de cadeaux pour un mariage.,out_of_scope
"J'ai des problèmes de jardinage, que puis-je faire pour mes plantes?",out_of_scope
Est-ce que vous pouvez me recommander des activités de loisirs pour les enfants?,out_of_scope
Comment puis-je commencer à méditer?,out_of_scope
Pouvez-vous me donner des informations sur les événements culturels à venir?,out_of_scope
J'aimerais des conseils pour améliorer ma productivité au travail.,out_of_scope
Quels sont les meilleurs sites pour apprendre une nouvelle langue en ligne?,out_of_scope
Je cherche des idées pour organiser une fête d'anniversaire.,out_of_scope
Comment puis-je réduire mon empreinte carbone au quotidien?,out_of_scope
Pouvez-vous me recommander des livres de développement personnel?,out_of_scope
"J'ai des problèmes de gestion du temps, que devrais-je faire?",out_of_scope
Est-ce que vous pouvez me donner des informations sur les festivals de musique locaux?,out_of_scope
Quels sont les meilleurs endroits pour observer les étoiles près d'ici?,out_of_scope
J'aimerais des conseils pour créer un site web.,out_of_scope
Comment puis-je adopter un mode de vie plus sain?,out_of_scope
Pouvez-vous me dire comment fonctionne la location de voitures?,out_of_scope
Je recherche des idées pour un cadeau de Saint-Valentin.,out_of_scope
"J'ai des problèmes de gestion du stress, que devrais-je faire?",out_of_scope
Est-ce que vous pouvez me recommander des applications de voyage?,out_of_scope
Comment puis-je organiser un événement caritatif?,out_of_scope
Pouvez-vous me donner des informations sur les dernières tendances de la mode?,out_of_scope
J'aimerais des conseils pour prendre de meilleures photos.,out_of_scope
Quels sont les meilleurs endroits pour pratiquer le yoga près d'ici?,out_of_scope
Je cherche des idées pour une soirée entre amis.,out_of_scope
Comment puis-je améliorer mes compétences en négociation?,out_of_scope
Pouvez-vous me recommander des films à regarder en famille?,out_of_scope
